x1,x2,x3,x4,y
1992.619231,1547.87,1793.3,1730.1,2303.1
1992.626923,1560.16,1791.7,1753.5,2356.8
1992.634615,1531.87,1788.6,1736.7,2354.7
1992.642308,1509.03,1753.5,1724.2,2359.4
1992.65,1484.97,1727.9,1689.7,2311.1
1992.657692,1475.11,1704.6,1667.8,2285
1992.665385,1519.69,1745.7,1687.5,2312.6
1992.673077,1516.44,1747.3,1674.2,2298.4
1992.680769,1543.89,1774.2,1780.5,2381.9
1992.688462,1538.66,1788.3,1779.3,2372.2
1992.696154,1523.83,1779.1,1756.8,2327.5
1992.703846,1530.2,1812,1802,2370.9
1992.711538,1580.29,1851.4,1836.2,2370
1992.719231,1579.47,1889.6,1852.7,2483.9
1992.726923,1566,1888.8,1826.1,2560.1
1992.734615,1542.74,1913.4,1828.9,2580.5
1992.742308,1510.66,1910.8,1843.5,2601
1992.75,1483.83,1880.2,1731.9,2565.5
1992.757692,1484.78,1885.2,1724,2572.3
1992.765385,1402.34,1788,1611,2446.3
1992.773077,1434.61,1858.2,1654.2,2517.1
1992.780769,1437.65,1878.4,1657.3,2541.2
1992.788462,1471.64,1893.2,1685.1,2584.7
1992.796154,1453.79,1877.3,1650,2546.6
1992.803846,1479.59,1904.7,1679.1,2562.2
1992.811538,1496.54,1908.5,1722.2,2645.7
1992.819231,1528.86,1921.1,1766.4,2669.7
1992.826923,1536.6,1927.8,1774.5,2669.8
1992.834615,1493.54,1905.9,1730.9,2642.3
1992.842308,1482.44,1921.6,1742.4,2687.8
1992.85,1470.57,1942,1804.1,2691.7
1992.857692,1487.71,1955.7,1793.6,2702.7
1992.865385,1515.27,1962.3,1798.5,2714.6
1992.873077,1542.28,1950.2,1821.5,2726.4
1992.880769,1542.48,1913.4,1772.7,2679.6
1992.888462,1550.27,1882.8,1759.2,2704
1992.896154,1547.84,1897.9,1724.2,2732.4
1992.903846,1526.68,1880.1,1720.6,2727.1
1992.911538,1523.02,1891.4,1739.7,2741.8
1992.919231,1545.12,1931.2,1771.4,2778.8
1992.926923,1528.12,1924.3,1783.3,2764.1
1992.934615,1526.25,1935,1781.7,2759.4
1992.942308,1506.65,1962.2,1765.9,2769.8
1992.95,1480.65,1987.7,1769.5,2726.5
1992.957692,1478.07,2015.7,1738.3,2721.8
1992.965385,1477.55,2023.9,1736.7,2732.8
1992.973077,1495.6,2044.9,1760.1,2789.7
1992.980769,1520.93,2057.3,1824.4,2842
1992.988462,1527.06,2061.7,1854.6,2827.5
1992.996154,1547.51,2092.3,1857.5,2827.5
1993.003846,1538.43,2105.4,1858.8,2832.5
1993.011538,1538.43,2105.4,1857.8,2846.5
1993.019231,1554.03,2128.2,1850.8,2833.6
1993.026923,1538.37,2079.9,1844.5,2816.5
1993.034615,1522.26,2046.4,1814.6,2773.4
1993.042308,1510.18,2076.7,1782.5,2745.3
1993.05,1555.52,2101.3,1827.1,2765.1
1993.057692,1572.61,2063.9,1837.7,2737.6
1993.065385,1580.64,2089.9,1812.2,2773.3
1993.073077,1571.28,2086,1779.9,2771.9
1993.080769,1561.78,2064.1,1777.4,2832.5
1993.088462,1574.04,2091,1772.2,2807.2
1993.096154,1584.14,2120.4,1787.3,2834.4
1993.103846,1615.98,2123.7,1854.4,2865.9
1993.111538,1646.85,2137,1904.7,2870
1993.119231,1642.8,2121.4,1893.3,2816.4
1993.126923,1649.64,2135.5,1912,2843
1993.134615,1651.6,2131,1878.2,2812.2
1993.142308,1670.9,2131.3,1926.5,2837.7
1993.15,1679.41,2096.1,1959.2,2838.3
1993.157692,1652.92,2065.7,1953.4,2817
1993.165385,1680.02,2100.6,1983.7,2868
1993.173077,1701.46,2130.9,2001.5,2882.3
1993.180769,1685.46,2139.5,1986.8,2904.8
1993.188462,1702.27,2132.2,2004.3,2957.3
1993.196154,1714.48,2157,1992.4,2956.7
1993.203846,1688.74,2127.2,1965.2,2915.9
1993.211538,1700.28,2150.8,1975.3,2919.3
1993.219231,1696.38,2154.7,1963.5,2883.3
1993.226923,1656.59,2161.3,1939.3,2863.9
1993.234615,1666.72,2146.8,1954.6,2860.6
1993.242308,1667.26,2160.9,2025.8,2852.9
1993.25,1686.64,2188.9,2035.9,2861
1993.257692,1670.04,2188.4,2005.9,2878.4
1993.265385,1658.36,2184,1974.7,2838.8
1993.273077,1654.6,2184.9,1984,2822.1
1993.280769,1658.13,2188.3,1986.9,2821.8
1993.288462,1671.54,2181.7,2018.1,2846.8
1993.296154,1674.67,2160.5,1988.6,2839.7
1993.303846,1687.14,2166.3,1968.9,2830
1993.311538,1666.49,2178.1,1931.9,2869.6
1993.319231,1656.03,2162.3,1916.6,2843.8
1993.326923,1636.59,2124.7,1927.4,2832.7
1993.334615,1618.6,2123.2,1920.6,2786.8
1993.342308,1632,2152.8,1937,2813.1
1993.35,1628.88,2165.8,1926.3,2796.5
1993.357692,1607.7,2162.6,1878.6,2793.7
1993.365385,1613.46,2191.1,1854.5,2836.1
1993.373077,1636.02,2183.3,1879.9,2849.3
1993.380769,1630.37,2205.2,1835.7,2858.1
1993.388462,1606.64,2227,1836.8,2819.7
1993.396154,1613.98,2232.9,1836.8,2812.2
1993.403846,1623.05,2243.5,1891.1,2837.7
1993.411538,1633.18,2267.1,1904.6,2855.3
1993.419231,1627.21,2271.6,1888.7,2840.7
1993.426923,1628.53,2259.8,1875.8,2863
1993.434615,1638.47,2284.2,1859.7,2829.9
1993.442308,1662.28,2294.5,1893.7,2844.4
1993.45,1679.69,2309.2,1911.2,2860
1993.457692,1686.44,2293.8,1916.8,2885.5
1993.465385,1689.93,2294.6,1918.8,2883
1993.473077,1687.14,2318,1910.3,2879.4
1993.480769,1698.33,2335,1935.3,2907.6
1993.488462,1692.16,2335.8,1963.3,2894.7
1993.496154,1712.33,2369.8,1991,2897
1993.503846,1700.93,2376.2,1971.9,2900
1993.511538,1697.39,2368.8,1941.2,2857.7
1993.519231,1705.66,2390.9,1935.1,2848.1
1993.526923,1798.63,2397.1,1980.4,2845.9
1993.534615,1808.74,2408.7,1992.2,2830.9
1993.542308,1815.63,2410.5,1991.2,2832.3
1993.55,1829.36,2396.4,1974.9,2833
1993.557692,1826.45,2324.5,1968.4,2823.9
1993.565385,1828.53,2340.2,1965.7,2820.1
1993.573077,1859.49,2388.7,2006.2,2844.2
1993.580769,1832.2,2408.7,1989.5,2884.2
1993.588462,1823.07,2400.9,2085.9,2926.5
1993.596154,1857.36,2429.8,2110.6,2945
1993.603846,1870.8,2424.9,2115.3,2943.4
1993.611538,1870.24,2420.5,2138.5,2986.4
1993.619231,1894.56,2411.1,2167.4,3006.1
1993.626923,1917.69,2461,2148,3010.1
1993.634615,1918.75,2464.9,2136.3,3025
1993.642308,1937.77,2480.6,2139.2,3065.5
1993.65,1893.48,2467.3,2111.4,3042
1993.657692,1915.59,2499.7,2159.3,3079.2
1993.665385,1909.54,2478.6,2183.9,3100.6
1993.673077,1931.88,2488.5,2216.5,3100
1993.680769,1928.63,2463.8,2185.1,3072.6
1993.688462,1911.15,2392.5,2158,3055.4
1993.696154,1870.32,2397.9,2129.4,3035.4
1993.703846,1868.28,2363.6,2108.4,3037
1993.711538,1869.25,2388.3,2134.1,3028
1993.719231,1862.62,2374.4,2075.6,3003.9
1993.726923,1922.69,2418.4,2107.4,3004.5
1993.734615,1899.54,2414.6,2080,3007.5
1993.742308,1890.18,2445.9,2092.6,3005.2
1993.75,1915.61,2478.3,2120,3036.9
1993.757692,1910.23,2473.1,2114.6,3037.5
1993.765385,1934.99,2490.3,2128.7,3067.7
1993.773077,1994.09,2534.8,2164.5,3100.8
1993.780769,2015.71,2533.6,2156.4,3108.6
1993.788462,2004.11,2552.5,2126.9,3094.7
1993.796154,1995.35,2586.4,2113.9,3086.3
1993.803846,2032.25,2663.6,2145,3137.6
1993.811538,2029.87,2668.4,2149.7,3156.3
1993.819231,2083.62,2701.4,2231.9,3199
1993.826923,2048.75,2700.2,2210.4,3165.3
1993.834615,2053.66,2720.9,2196,3163
1993.842308,2068.51,2727.1,2182,3164.4
1993.85,2086.22,2749.9,2171.2,3162.3
1993.857692,2013.65,2654.2,2081,3085.6
1993.865385,2040.74,2727.1,2112.9,3096
1993.873077,2021.81,2720.1,2087.3,3099.7
1993.880769,2047.2,2717.4,2117.9,3093.3
1993.888462,2070.17,2711.1,2148,3120
1993.896154,2072.13,2733.9,2145.2,3108
1993.903846,2027.99,2702.1,2071.5,3069.3
1993.911538,2057.8,2726.8,2118.4,3093.1
1993.919231,2052.09,2738.2,2119.3,3135.8
1993.926923,2089.77,2774.3,2154,3233.2
1993.934615,2128.3,2819,2188.4,3234.2
1993.942308,2127.39,2834.8,2176.1,3237.3
1993.95,2166.58,2858.4,2211.4,3271.6
1993.957692,2163.83,2876.9,2196.3,3254.6
1993.965385,2129.52,2850.6,2162.6,3278.8
1993.973077,2154.76,2889.5,2196.4,3337.1
1993.980769,2183.78,2918,2215.9,3342.4
1993.988462,2227.63,2967.4,2243,3396.5
1993.996154,2266.7,2972.6,2276.6,3412.3
1994.003846,2229.62,2934.2,2281.9,3462
1994.011538,2255.29,2957.6,2268.2,3418.4
1994.019231,2249.85,2999.2,2274.3,3408.5
1994.026923,2220.63,3021.9,2275.1,3403
1994.034615,2225,3015.9,2317.3,3440.6
1994.042308,2182.06,2999,2281.9,3372
1994.05,2151.05,2990.6,2262.3,3400.6
1994.057692,2130.35,3037.5,2247.4,3437
1994.065385,2098.36,3045.9,2257.8,3470
1994.073077,2107.29,3041.3,2274.5,3481.4
1994.080769,2128.66,3091.3,2282.4,3436.1
1994.088462,2156.61,3140.7,2313.2,3447.4
1994.096154,2181.88,3148.7,2331.3,3481.5
1994.103846,2137.08,3151.9,2322,3491.5
1994.111538,2095.11,3089.8,2287.1,3419.1
1994.119231,2116.43,3054.2,2302.1,3429.1
1994.126923,2108.77,3012.2,2275.1,3378.9
1994.134615,2130.71,2947.1,2258,3393.2
1994.142308,2162.29,3033.4,2281.2,3425.3
1994.15,2108.06,2997.6,2215.2,3350.3
1994.157692,2140.25,3027.5,2252,3341.9
1994.165385,2075.33,2929.3,2199,3281.2
1994.173077,2057.2,2847.4,2183.1,3270.6
1994.180769,2044.45,2803.4,2144.7,3246.5
1994.188462,2132.12,2918.7,2219.9,3305.9
1994.196154,2118.01,2858.5,2199.7,3246.7
1994.203846,2101.89,2831.6,2175,3191.9
1994.211538,2178.91,2906.9,2258.5,3267.4
1994.219231,2160.45,2887.7,2247.8,3255.7
1994.226923,2130.55,2804.3,2202.7,3198
1994.234615,2162.96,2857,2200.2,3155.3
1994.242308,2144,2831.8,2136.6,3129
1994.25,2162.82,2827.4,2123.4,3123.4
1994.257692,2142.88,2794.8,2081.9,3086.4
1994.265385,2142.88,2794.8,2081.9,3086.4
1994.273077,2184.89,2830.2,2128.2,3131.5
1994.280769,2203.18,2873.4,2114.8,3120.8
1994.288462,2211.19,2887.8,2148.6,3159.1
1994.296154,2198.24,2843.7,2139.1,3131.7
1994.303846,2218.37,2869.1,2160.1,3138.2
1994.311538,2194.09,2818.7,2102.7,3098.3
1994.319231,2218.13,2787.9,2135.2,3133.7
1994.326923,2241.36,2776.2,2130.9,3125.3
1994.334615,2237.82,2768.9,2150.3,3129.9
1994.342308,2266.72,2765.2,2186.2,3125.3
1994.35,2241.85,2705.6,2141.6,3070.5
1994.357692,2233.55,2641.4,2158.2,3106
1994.365385,2241.34,2629,2165,3136.3
1994.373077,2248.02,2633,2176.7,3137.8
1994.380769,2272.96,2709,2187.8,3115.6
1994.388462,2254.21,2740.6,2184,3116.5
1994.396154,2238.97,2732.7,2155.4,3127.3
1994.403846,2188.01,2692,2133.3,3089.1
1994.411538,2146,2689.2,2091.9,3019.7
1994.419231,2129.76,2742.9,2052.5,2966.4
1994.426923,2113.62,2731.5,1979.7,2931.9
1994.434615,2158.88,2728.4,2041.7,2997.8
1994.442308,2131.8,2778.1,2023.7,3004.8
1994.45,2131.14,2777.2,2028.4,3028.9
1994.457692,2084.42,2744.2,1977.7,3016.3
1994.465385,2073.21,2701.8,1966.4,3045.8
1994.473077,2031.8,2627.6,1936,3022.9
1994.480769,1957.08,2544.2,1890.8,2940.2
1994.488462,2032.52,2626.7,1939,2942.4
1994.496154,2000.48,2561.4,1911.6,2899.9
1994.503846,2042.45,2631.2,1936.3,2946.3
1994.511538,2040.69,2588.9,1872.9,2936.4
1994.519231,2034.64,2609.7,1878.7,2965
1994.526923,2049.1,2590.5,1920.8,2964.4
1994.534615,2069.46,2562.5,1949.8,2983.8
1994.542308,2051.25,2474.5,1974.6,3005.3
1994.55,2103.54,2514.9,1974.6,3074.8
1994.557692,2129.86,2521.6,2052.3,3091.3
1994.565385,2126.75,2579.4,2053.8,3095.1
1994.573077,2144.21,2601.2,2059.8,3106.1
1994.580769,2135.93,2544.9,2055.7,3082.3
1994.588462,2152.19,2579.5,2075,3082.6
1994.596154,2193.63,2629.7,2117.2,3157.5
1994.603846,2176.66,2615.3,2096.5,3150.5
1994.611538,2182.32,2617.5,2106.3,3171.9
1994.619231,2166.51,2591.4,2064.2,3167
1994.626923,2133.74,2580.5,2007,3142.3
1994.634615,2152.65,2588.7,2012.4,3147.3
1994.642308,2151.44,2582.7,2010.5,3182.6
1994.65,2113.37,2532.4,1972.6,3171.3
1994.657692,2132.98,2541.1,2006.3,3205.2
1994.665385,2190.58,2581.3,2062.7,3265.1
1994.673077,2205.82,2635.7,2060.4,3249.6
1994.680769,2185.78,2628.4,2034.9,3216.5
1994.688462,2173.6,2674.5,1998.2,3241.5
1994.696154,2167.68,2662.5,1964.2,3203.9
1994.703846,2155.58,2642.1,1948.8,3139.3
1994.711538,2157.15,2658.8,1969.4,3121.4
1994.719231,2129.36,2628.6,1977.3,3112.7
1994.726923,2100.55,2614.7,1922.9,3079.1
1994.734615,2067.17,2594,1897.2,3014.8
1994.742308,2097.33,2609.1,1927.4,3028.2
1994.75,2056.89,2581,1901.3,3008.5
1994.757692,2016.08,2558,1876.2,2992.5
1994.765385,2002.3,2499.5,1852.8,2983.5
1994.773077,1946.49,2480.4,1833.7,2956.3
1994.780769,1977.67,2496.9,1856.4,2998.7
1994.788462,2087.71,2570.2,1919,3073
1994.796154,2108.08,2593.3,1955.6,3141.9
1994.803846,2095.58,2575.6,1906.4,3120.2
1994.811538,2055.94,2529.8,1876.3,3060.8
1994.819231,2016.6,2508.6,1842.1,3032.8
1994.826923,1995.85,2494.7,1824.4,3000.9
1994.834615,2026.37,2458.6,1858.1,3029.6
1994.842308,2061.58,2506.5,1905.7,3097.4
1994.85,2039.91,2500,1873.6,3081.3
1994.857692,2069.39,2541,1931.7,3097.6
1994.865385,2056.36,2543.9,1921.5,3063.8
1994.873077,2098.04,2602.7,1948.4,3103.5
1994.880769,2091.04,2590.9,1941.1,3095.3
1994.888462,2112.21,2609.4,1950.2,3146.5
1994.896154,2089.48,2606.5,1926.5,3131
1994.903846,2073.29,2571.8,1911.4,3078.7
1994.911538,2058.79,2568.6,1934.7,3036.6
1994.919231,2050.82,2579.4,1952.4,3047.1
1994.926923,2057.08,2594.9,1975.9,3081.4
1994.934615,2042.38,2577.5,1982.7,3017.3
1994.942308,2046.99,2589.1,1969,3016.1
